treatment,session_no,id,subject,period,subjects,group,Profit,TotalProfit,Participate,global_period,decision_1,earnings_1,RandomPeriod1,RandomPeriod2,rand,rank,consent,ans1,ans3a,ans4a,ans5a,ans6,ans7,random_no0,time0,time0_group1,time0_group2,time0_group3,time0_group4,time0_group5,time0_group6,time0_group7,time0_group8,time0_group9,time0_group10,decision_0,random_no1,time1,time1_group1,time1_group2,time1_group3,time1_group4,time1_group5,time1_group6,time1_group7,time1_group8,time1_group9,time1_group10,TimeINVESTDecisionStage1Group1OK,TimeINVESTDecisionStage1Group2OK,TimeINVESTDecisionStage1Group3OK,TimeINVESTDecisionStage1Group4OK,TimeINVESTDecisionStage1Group5OK,TimeINVESTDecisionStage1Group6OK,TimeINVESTDecisionStage1Group7OK,TimeINVESTDecisionStage1Group8OK,TimeINVESTDecisionStage1Group9OK,TimeINVESTDecisionStage1Group10O,group_success1,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,rn1,rn2,RN1,RN2,payoff_HL,decision,choice,prob1,prob2,friends,family,fb,stress,risks,taste_friends,argue_friends,defend_unpopular,less_fortunate,themselves,community,finds_fault,cold_aloof,considerate_kind,cooperate,rude,helpful_unselfish,quarrels,forgiving,trusting,gender,caste,age,religion,Marks10,Marks12,student,major,fam_inc,finalPayoff1,finalPayoff2,volunteerid_1,LeaveStage,gain_1,chosen_name,nickname_1,namecount_1,nickname_2,namecount_2,nickname_3,namecount_3,nickname_4,namecount_4,nickname_5,namecount_5,nickname_6,namecount_6,nickname_7,namecount_7,nickname_8,namecount_8,nickname_9,namecount_9,nickname_10,namecount_10,volunteername_1,gender_ans,gender_chosen,rank2,nonvolunteername1,nonvolunteername2,first_name,last_name,finalPayoff
1,1,1,1,11,subjects,0,0,0,0,11,0,100,6,11,.497602778718621,5,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,60,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0,0,0,0,0,0,.877538033238397,.987161597231012,9,10,10,9,0,10,90,5,5,5,3,3,5,4,2,5,5,5,4,2,5,5,1,1,2,4,4,1,1,20,1,88,97,3,3,20000,100,10,0,-,100,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,110
1,1,2,2,1,subjects,2,0,0,0,1,0,900,8,11,.972157040132282,3,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,78,46,78,46,46,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,12,0,900,Gaurav,0,0,56,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,Ishan,,,,,,,,
1,1,2,2,2,subjects,2,0,0,0,2,0,100,8,11,.825465600390669,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,61,63,61,49,88,0,0,0,0,0,0,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,0,0,100,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,2,2,3,subjects,1,0,0,0,3,0,100,8,11,.510729695908133,1,-,-,-,-,-,-,-,.808283050920946,,,,,,,,,,,,,.354090152938892,61,61,69,68,84,0,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,0,0,100,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,2,2,4,subjects,2,0,0,0,4,1,300,8,11,.6754363480375311,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,69,78,69,65,82,0,0,0,0,0,0,0,18,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,2,0,300,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gaurav,,,,,,,,
1,1,2,2,5,subjects,2,0,0,0,5,0,900,8,11,0.633979899,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,65,63,65,79,78,0,0,0,0,0,0,0,0,-,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,11,0,900,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,,,,,,,,
1,1,2,2,6,subjects,2,0,0,0,6,1,300,8,11,.662506156909515,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,84,72,84,56,67,0,0,0,0,0,0,-,31,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,2,0,300,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gaurav,,,,,,,,
1,1,2,2,7,subjects,2,0,0,0,7,0,900,8,11,.218560962108225,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,57,85,57,76,50,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,12,0,900,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishan,,,,,,,,
1,1,2,2,8,subjects,2,0,0,0,8,1,300,8,11,.404307049421736,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,57,82,57,55,46,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,300,,2,0,300,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gaurav,,,,,,,,
1,1,2,2,9,subjects,2,0,0,0,9,0,100,8,11,.956773872001456,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,48,45,48,59,47,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,300,,0,0,100,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,2,2,10,subjects,1,0,0,0,10,1,300,8,11,.726900476369494,1,-,-,-,-,-,-,-,.0446955026335527,,,,,,,,,,,,,.756976213193021,79,79,84,61,50,0,0,0,0,0,0,28,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,300,,2,0,300,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gaurav,,,,,,,,
1,1,2,2,11,subjects,0,0,0,0,11,0,100,8,11,.615953261319526,7,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,60,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,0,0,0,0,.578023451649594,.197312762121349,6,2,200,6,1,60,40,5,4,1,2,4,4,4,3,2,5,4,1,4,5,5,4,3,1,5,1,1,5,20,4,90,91.2,3,5,60000,300,200,0,-,100,Gaurav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,500
1,1,3,3,1,subjects,3,0,0,0,1,0,900,6,11,.841755331420225,2,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,46,46,78,46,46,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,9,0,900,Kanika,0,0,0,0,12,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,Meera,,,,,,,,
1,1,3,3,2,subjects,2,0,0,0,2,0,100,6,11,.138112592575192,1,-,-,-,-,-,-,-,.840005781427028,,,,,,,,,,,,,.348600998683181,61,63,61,49,88,0,0,0,0,0,0,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,0,0,100,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,3,3,3,subjects,1,0,0,0,3,0,100,6,11,.813236828340793,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,61,61,69,68,84,0,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,0,0,100,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,3,3,4,subjects,3,0,0,0,4,0,900,6,11,.977168444067783,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,65,78,69,65,82,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,6,0,900,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mukesh,,,,,,,,
1,1,3,3,5,subjects,2,0,0,0,5,0,900,6,11,.381855179733529,1,-,-,-,-,-,-,-,.23683226724939,,,,,,,,,,,,,.449954319489167,65,63,65,79,78,0,0,0,0,0,0,0,0,-,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,11,0,900,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,,,,,,,,
1,1,3,3,6,subjects,2,0,0,0,6,0,900,6,11,.580687564602441,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,84,72,84,56,67,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,900,,2,0,900,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gaurav,,,,,,,,
1,1,3,3,7,subjects,1,0,0,0,7,1,300,6,11,.498466728487269,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,85,85,57,76,50,0,0,0,0,0,0,37,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,900,,3,0,300,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kanika,,,,,,,,
1,1,3,3,8,subjects,3,0,0,0,8,0,900,6,11,.188579631125824,1,-,-,-,-,-,-,-,.5379930685916881,,,,,,,,,,,,,.224964661628457,55,82,57,55,46,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,900,,4,0,900,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
1,1,3,3,9,subjects,2,0,0,0,9,0,100,6,11,.212631960498463,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,48,45,48,59,47,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,900,,0,0,100,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,3,3,10,subjects,2,0,0,0,10,0,900,6,11,.202157452796659,1,-,-,-,-,-,-,-,.685311391803115,,,,,,,,,,,,,.870868117022732,84,79,84,61,50,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,900,,11,0,900,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,,,,,,,,
1,1,3,3,11,subjects,0,0,0,0,11,0,100,6,11,.7382934255238121,8,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,60,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0,0,0,0,0,0,.308775921961653,.0285620349592352,4,1,385,4,0,40,60,4,4,3,3,4,3,2,3,5,3,5,3,4,4,5,2,4,1,3,4,2,1,20,1,95,94,3,4,60000,900,385,0,-,100,Kanika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,1285
1,1,4,4,1,subjects,2,0,0,0,1,0,900,10,11,.471640348188411,2,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,78,46,78,46,46,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,12,0,900,Jyoti,0,0,10,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,Ishan,,,,,,,,
1,1,4,4,2,subjects,3,0,0,0,2,0,100,10,11,.833999128003604,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,49,63,61,49,88,0,0,0,0,0,0,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,0,0,100,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,4,4,3,subjects,2,0,0,0,3,1,300,10,11,.544436359565908,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,69,61,69,68,84,0,0,0,0,0,0,-,24,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,4,0,300,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
1,1,4,4,4,subjects,4,0,0,0,4,1,300,10,11,.581535876533731,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,82,78,69,65,82,0,0,0,0,0,0,0,0,0,31,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,4,0,300,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
1,1,4,4,5,subjects,3,0,0,0,5,0,100,10,11,.21607104186717,1,-,-,-,-,-,-,-,.233033466727022,,,,,,,,,,,,,.748254741890474,79,63,65,79,78,0,0,0,0,0,0,0,0,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,0,0,100,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,4,4,6,subjects,3,0,0,0,6,0,900,10,11,.201605658140781,1,-,-,-,-,-,-,-,.859548562606586,,,,,,,,,,,,,.246859583187317,56,72,84,56,67,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,11,0,900,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,,,,,,,,
1,1,4,4,7,subjects,3,0,0,0,7,0,900,10,11,.651060046931291,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,76,85,57,76,50,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,11,0,900,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,,,,,,,,
1,1,4,4,8,subjects,3,0,0,0,8,1,300,10,11,.815942047543796,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,55,82,57,55,46,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,4,0,300,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
1,1,4,4,9,subjects,2,0,0,0,9,0,100,10,11,.0016076625332272,1,-,-,-,-,-,-,-,.146002196309157,,,,,,,,,,,,,.0606916579700501,48,45,48,59,47,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,0,0,100,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
1,1,4,4,10,subjects,3,0,0,0,10,1,300,10,11,.0163063420990045,1,-,-,-,-,-,-,-,.937056680646285,,,,,,,,,,,,,.361083970573304,61,79,84,61,50,0,0,0,0,0,0,0,0,10,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,300,,4,0,300,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
1,1,4,4,11,subjects,0,0,0,0,11,0,100,10,11,.0181797584603446,1,-,-,-,-,-,-,-,.821634603115559,,,,,,,,,,,,,.32646299727562,60,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0,0,0,0,0,0,.621517830817735,.799488291982323,7,8,10,7,0,30,70,1,5,1,5,2,2,3,4,5,4,5,1,3,5,5,2,5,2,5,4,1,1,19,1,95,92,1,3,150000,300,10,0,-,100,Jyoti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,310
1,1,5,5,1,subjects,4,0,0,0,1,0,900,7,11,.315205093154313,3,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,46,46,78,46,46,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,10,0,900,Nikhil,0,0,0,0,0,0,68,1,-,-,-,-,-,-,-,-,-,-,-,-,Meghna,,,,,,,,
1,1,5,5,2,subjects,4,0,0,0,2,0,900,7,11,.925005675724244,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,63,61,49,88,0,0,0,0,0,0,-,-,-,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,12,0,900,Nikhil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishan,,,,,,,,
1,1,5,5,3,subjects,3,0,0,0,3,0,900,7,11,.586477360961249,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,68,61,69,68,84,0,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,12,0,900,Nikhil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishan,,,,,,,,
1,1,5,5,4,subjects,4,0,0,0,4,0,900,7,11,.506000661526807,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,82,78,69,65,82,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,4,0,900,Nikhil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jyoti,,,,,,,,
